Número de documentos(preguntas) del corpus : 956
Número de palabras del corpus: 5533
Palabra: 2d Frec: 0 LogProb: -13.991078907556085
Palabra: 2k7 Frec: 0 LogProb: -13.991078907556085
Palabra: 2k8 Frec: 0 LogProb: -13.991078907556085
Palabra: 2n Frec: 0 LogProb: -13.991078907556085
Palabra: 2nd Frec: 0 LogProb: -13.991078907556085
Palabra: 3 Frec: 2 LogProb: -12.40611640683493
Palabra: 300 Frec: 0 LogProb: -13.991078907556085
Palabra: 301 Frec: 0 LogProb: -13.991078907556085
Palabra: 302 Frec: 0 LogProb: -13.991078907556085
Palabra: 303 Frec: 1 LogProb: -12.991078907556087
Palabra: 304 Frec: 0 LogProb: -13.991078907556085
Palabra: 30m Frec: 0 LogProb: -13.991078907556085
Palabra: 31600 Frec: 0 LogProb: -13.991078907556085
Palabra: 32 Frec: 0 LogProb: -13.991078907556085
Palabra: 3221225477 Frec: 0 LogProb: -13.991078907556085
Palabra: 32bit Frec: 0 LogProb: -13.991078907556085
Palabra: 336027900 Frec: 0 LogProb: -13.991078907556085
Palabra: 3954275 Frec: 0 LogProb: -13.991078907556085
Palabra: 3d Frec: 0 LogProb: -13.991078907556085
Palabra: 3g Frec: 0 LogProb: -13.991078907556085
Palabra: 3m Frec: 0 LogProb: -13.991078907556085
Palabra: 3rd Frec: 0 LogProb: -13.991078907556085
Palabra: 4 Frec: 2 LogProb: -12.40611640683493
Palabra: 40 Frec: 2 LogProb: -12.40611640683493
Palabra: 400 Frec: 0 LogProb: -13.991078907556085
Palabra: 4000 Frec: 0 LogProb: -13.991078907556085
Palabra: 400k Frec: 0 LogProb: -13.991078907556085
Palabra: 401 Frec: 0 LogProb: -13.991078907556085
Palabra: 403 Frec: 0 LogProb: -13.991078907556085
Palabra: 4030 Frec: 0 LogProb: -13.991078907556085
Palabra: 4031 Frec: 0 LogProb: -13.991078907556085
Palabra: 404 Frec: 0 LogProb: -13.991078907556085
Palabra: 404s Frec: 0 LogProb: -13.991078907556085
Palabra: 405 Frec: 0 LogProb: -13.991078907556085
Palabra: 408 Frec: 0 LogProb: -13.991078907556085
Palabra: 409 Frec: 0 LogProb: -13.991078907556085
Palabra: 42s02 Frec: 0 LogProb: -13.991078907556085
Palabra: 443 Frec: 0 LogProb: -13.991078907556085
Palabra: 45 Frec: 0 LogProb: -13.991078907556085
Palabra: 46 Frec: 0 LogProb: -13.991078907556085
Palabra: 47 Frec: 0 LogProb: -13.991078907556085
Palabra: 4795e Frec: 0 LogProb: -13.991078907556085
Palabra: 4gb Frec: 0 LogProb: -13.991078907556085
Palabra: 4th Frec: 0 LogProb: -13.991078907556085
Palabra: 4x Frec: 0 LogProb: -13.991078907556085
Palabra: 5 Frec: 0 LogProb: -13.991078907556085
Palabra: 50 Frec: 0 LogProb: -13.991078907556085
Palabra: 500 Frec: 0 LogProb: -13.991078907556085
Palabra: 501 Frec: 0 LogProb: -13.991078907556085
Palabra: 502 Frec: 0 LogProb: -13.991078907556085
Palabra: 503 Frec: 0 LogProb: -13.991078907556085
Palabra: 50727 Frec: 0 LogProb: -13.991078907556085
Palabra: 55 Frec: 0 LogProb: -13.991078907556085
Palabra: 563 Frec: 0 LogProb: -13.991078907556085
Palabra: 5g Frec: 0 LogProb: -13.991078907556085
Palabra: 5pm Frec: 0 LogProb: -13.991078907556085
Palabra: 6 Frec: 0 LogProb: -13.991078907556085
Palabra: 60 Frec: 0 LogProb: -13.991078907556085
Palabra: 63 Frec: 0 LogProb: -13.991078907556085
Palabra: 64 Frec: 0 LogProb: -13.991078907556085
Palabra: 643853 Frec: 0 LogProb: -13.991078907556085
Palabra: 64bit Frec: 0 LogProb: -13.991078907556085
Palabra: 64bits Frec: 0 LogProb: -13.991078907556085
Palabra: 65536 Frec: 0 LogProb: -13.991078907556085
Palabra: 6i Frec: 0 LogProb: -13.991078907556085
Palabra: 6x Frec: 0 LogProb: -13.991078907556085
Palabra: 6x6 Frec: 0 LogProb: -13.991078907556085
Palabra: 7 Frec: 0 LogProb: -13.991078907556085
Palabra: 70 Frec: 0 LogProb: -13.991078907556085
Palabra: 700 Frec: 0 LogProb: -13.991078907556085
Palabra: 701 Frec: 0 LogProb: -13.991078907556085
Palabra: 7129 Frec: 0 LogProb: -13.991078907556085
Palabra: 77 Frec: 0 LogProb: -13.991078907556085
Palabra: 777 Frec: 0 LogProb: -13.991078907556085
Palabra: 7a2e0f92 Frec: 0 LogProb: -13.991078907556085
Palabra: 8 Frec: 0 LogProb: -13.991078907556085
Palabra: 80 Frec: 0 LogProb: -13.991078907556085
Palabra: 800 Frec: 0 LogProb: -13.991078907556085
Palabra: 8000 Frec: 0 LogProb: -13.991078907556085
Palabra: 80020009 Frec: 0 LogProb: -13.991078907556085
Palabra: 8080 Frec: 0 LogProb: -13.991078907556085
Palabra: 8859 Frec: 1 LogProb: -12.991078907556087
Palabra: 8i Frec: 0 LogProb: -13.991078907556085
Palabra: 9 Frec: 1 LogProb: -12.991078907556087
Palabra: 90 Frec: 1 LogProb: -12.991078907556087
Palabra: 91 Frec: 0 LogProb: -13.991078907556085
Palabra: 95 Frec: 0 LogProb: -13.991078907556085
Palabra: 97 Frec: 0 LogProb: -13.991078907556085
Palabra: 99 Frec: 0 LogProb: -13.991078907556085
Palabra: 9am Frec: 0 LogProb: -13.991078907556085
Palabra: 9i Frec: 0 LogProb: -13.991078907556085
Palabra: _ Frec: 1 LogProb: -12.991078907556087
Palabra: ____ Frec: 0 LogProb: -13.991078907556085
Palabra: __line__ Frec: 0 LogProb: -13.991078907556085
Palabra: __module_registered Frec: 0 LogProb: -13.991078907556085
Palabra: _a3jo Frec: 0 LogProb: -13.991078907556085
Palabra: _best_ Frec: 2 LogProb: -12.40611640683493
Palabra: _class Frec: 0 LogProb: -13.991078907556085
Palabra: _dynamic_ Frec: 0 LogProb: -13.991078907556085
Palabra: _get Frec: 0 LogProb: -13.991078907556085
Palabra: _jms_text_message Frec: 0 LogProb: -13.991078907556085
Palabra: _layouts Frec: 0 LogProb: -13.991078907556085
Palabra: _main Frec: 0 LogProb: -13.991078907556085
Palabra: _menu Frec: 0 LogProb: -13.991078907556085
Palabra: _preparelayout Frec: 0 LogProb: -13.991078907556085
Palabra: _preprocess Frec: 0 LogProb: -13.991078907556085
Palabra: _redirect Frec: 0 LogProb: -13.991078907556085
Palabra: _root_ Frec: 0 LogProb: -13.991078907556085
Palabra: _server Frec: 0 LogProb: -13.991078907556085
Palabra: _session Frec: 0 LogProb: -13.991078907556085
Palabra: _svn Frec: 0 LogProb: -13.991078907556085
Palabra: a1 Frec: 0 LogProb: -13.991078907556085
Palabra: a2 Frec: 0 LogProb: -13.991078907556085
Palabra: aac Frec: 0 LogProb: -13.991078907556085
Palabra: ab Frec: 0 LogProb: -13.991078907556085
Palabra: abandoned Frec: 0 LogProb: -13.991078907556085
Palabra: abc Frec: 0 LogProb: -13.991078907556085
Palabra: ability Frec: 0 LogProb: -13.991078907556085
Palabra: abiltiy Frec: 0 LogProb: -13.991078907556085
Palabra: able Frec: 0 LogProb: -13.991078907556085
Palabra: abort Frec: 1 LogProb: -12.991078907556087
Palabra: abouticondata Frec: 0 LogProb: -13.991078907556085
Palabra: abrecordref Frec: 0 LogProb: -13.991078907556085
Palabra: absence Frec: 0 LogProb: -13.991078907556085
Palabra: absolute Frec: 0 LogProb: -13.991078907556085
Palabra: abstract Frec: 0 LogProb: -13.991078907556085
Palabra: abstractapplicationcontext Frec: 0 LogProb: -13.991078907556085
Palabra: abstractentitytuplizer Frec: 0 LogProb: -13.991078907556085
Palabra: abstraction Frec: 0 LogProb: -13.991078907556085
Palabra: abstracttransactionaljunit4springcontexttests Frec: 0 LogProb: -13.991078907556085
Palabra: abstractview Frec: 0 LogProb: -13.991078907556085
Palabra: absurd Frec: 0 LogProb: -13.991078907556085
Palabra: abused Frec: 0 LogProb: -13.991078907556085
Palabra: abybody Frec: 0 LogProb: -13.991078907556085
Palabra: academic Frec: 0 LogProb: -13.991078907556085
Palabra: accelerating Frec: 0 LogProb: -13.991078907556085
Palabra: acceleration Frec: 0 LogProb: -13.991078907556085
Palabra: accent Frec: 0 LogProb: -13.991078907556085
Palabra: accented Frec: 0 LogProb: -13.991078907556085
Palabra: accept Frec: 0 LogProb: -13.991078907556085
Palabra: acceptable Frec: 0 LogProb: -13.991078907556085
Palabra: accepted Frec: 0 LogProb: -13.991078907556085
Palabra: accepting Frec: 0 LogProb: -13.991078907556085
Palabra: accepts Frec: 0 LogProb: -13.991078907556085
Palabra: accesed Frec: 0 LogProb: -13.991078907556085
Palabra: accesing Frec: 0 LogProb: -13.991078907556085
Palabra: access Frec: 4 LogProb: -11.669150812668724
Palabra: accessdecisionmanager Frec: 0 LogProb: -13.991078907556085
Palabra: accessdenied Frec: 0 LogProb: -13.991078907556085
Palabra: accessed Frec: 0 LogProb: -13.991078907556085
Palabra: accessibility Frec: 0 LogProb: -13.991078907556085
Palabra: accessible Frec: 0 LogProb: -13.991078907556085
Palabra: accessing Frec: 2 LogProb: -12.40611640683493
Palabra: accessor Frec: 0 LogProb: -13.991078907556085
Palabra: accessors Frec: 0 LogProb: -13.991078907556085
Palabra: accesss Frec: 0 LogProb: -13.991078907556085
Palabra: accident Frec: 0 LogProb: -13.991078907556085
Palabra: accidental Frec: 1 LogProb: -12.991078907556087
Palabra: accidentally Frec: 0 LogProb: -13.991078907556085
Palabra: according Frec: 0 LogProb: -13.991078907556085
Palabra: accordingly Frec: 1 LogProb: -12.991078907556087
Palabra: accordion Frec: 0 LogProb: -13.991078907556085
Palabra: account Frec: 1 LogProb: -12.991078907556087
Palabra: accounts Frec: 0 LogProb: -13.991078907556085
Palabra: accross Frec: 0 LogProb: -13.991078907556085
Palabra: accumulated Frec: 0 LogProb: -13.991078907556085
Palabra: accuracy Frec: 0 LogProb: -13.991078907556085
Palabra: accurate Frec: 0 LogProb: -13.991078907556085
Palabra: accurately Frec: 0 LogProb: -13.991078907556085
Palabra: acegi Frec: 0 LogProb: -13.991078907556085
Palabra: acessing Frec: 0 LogProb: -13.991078907556085
Palabra: acheive Frec: 0 LogProb: -13.991078907556085
Palabra: achieve Frec: 0 LogProb: -13.991078907556085
Palabra: achieved Frec: 0 LogProb: -13.991078907556085
Palabra: achievieng Frec: 0 LogProb: -13.991078907556085
Palabra: achieving Frec: 0 LogProb: -13.991078907556085
Palabra: achive Frec: 0 LogProb: -13.991078907556085
Palabra: ack Frec: 0 LogProb: -13.991078907556085
Palabra: acl Frec: 0 LogProb: -13.991078907556085
Palabra: acls Frec: 0 LogProb: -13.991078907556085
Palabra: acquire Frec: 0 LogProb: -13.991078907556085
Palabra: acquisition Frec: 0 LogProb: -13.991078907556085
Palabra: act Frec: 0 LogProb: -13.991078907556085
Palabra: acting Frec: 1 LogProb: -12.991078907556087
Palabra: action Frec: 1 LogProb: -12.991078907556087
Palabra: actionlink Frec: 0 LogProb: -13.991078907556085
Palabra: actionmessages Frec: 0 LogProb: -13.991078907556085
Palabra: actions Frec: 0 LogProb: -13.991078907556085
Palabra: actionscript Frec: 0 LogProb: -13.991078907556085
Palabra: activate Frec: 0 LogProb: -13.991078907556085
Palabra: activated Frec: 0 LogProb: -13.991078907556085
Palabra: activating Frec: 0 LogProb: -13.991078907556085
Palabra: activation Frec: 0 LogProb: -13.991078907556085
Palabra: activator Frec: 0 LogProb: -13.991078907556085
Palabra: active Frec: 0 LogProb: -13.991078907556085
Palabra: activecell Frec: 0 LogProb: -13.991078907556085
Palabra: activecollab Frec: 0 LogProb: -13.991078907556085
Palabra: activedirectory Frec: 0 LogProb: -13.991078907556085
Palabra: activemq Frec: 0 LogProb: -13.991078907556085
Palabra: activerecord Frec: 0 LogProb: -13.991078907556085
Palabra: activex Frec: 0 LogProb: -13.991078907556085
Palabra: activexobject Frec: 0 LogProb: -13.991078907556085
Palabra: activiting Frec: 0 LogProb: -13.991078907556085
Palabra: activity Frec: 0 LogProb: -13.991078907556085
Palabra: actor Frec: 0 LogProb: -13.991078907556085
Palabra: actors Frec: 0 LogProb: -13.991078907556085
Palabra: actual Frec: 0 LogProb: -13.991078907556085
Palabra: actually Frec: 2 LogProb: -12.40611640683493
Palabra: ad Frec: 0 LogProb: -13.991078907556085
Palabra: adapter Frec: 0 LogProb: -13.991078907556085
Palabra: adapters Frec: 0 LogProb: -13.991078907556085
Palabra: adapting Frec: 0 LogProb: -13.991078907556085
Palabra: add Frec: 14 LogProb: -10.084188311947566
Palabra: add_action Frec: 0 LogProb: -13.991078907556085
Palabra: addapplicationfont Frec: 0 LogProb: -13.991078907556085
Palabra: addattributetofilter Frec: 0 LogProb: -13.991078907556085
Palabra: addchild Frec: 0 LogProb: -13.991078907556085
Palabra: added Frec: 0 LogProb: -13.991078907556085
Palabra: addendum Frec: 0 LogProb: -13.991078907556085
Palabra: addfieldtofilter Frec: 0 LogProb: -13.991078907556085
Palabra: addiing Frec: 0 LogProb: -13.991078907556085
Palabra: addin Frec: 0 LogProb: -13.991078907556085
Palabra: adding Frec: 3 LogProb: -11.991078907556087
Palabra: addins Frec: 0 LogProb: -13.991078907556085
Palabra: addition Frec: 0 LogProb: -13.991078907556085
Palabra: additional Frec: 0 LogProb: -13.991078907556085
Palabra: additionaly Frec: 0 LogProb: -13.991078907556085
Palabra: additions Frec: 0 LogProb: -13.991078907556085
Palabra: addlanguage Frec: 0 LogProb: -13.991078907556085
Palabra: addobserver Frec: 0 LogProb: -13.991078907556085
Palabra: addoleobject Frec: 0 LogProb: -13.991078907556085
Palabra: addon Frec: 0 LogProb: -13.991078907556085
Palabra: addoutputfilterbytype Frec: 0 LogProb: -13.991078907556085
Palabra: addref Frec: 0 LogProb: -13.991078907556085
Palabra: address Frec: 4 LogProb: -11.669150812668724
Palabra: addresses Frec: 0 LogProb: -13.991078907556085
Palabra: addressing Frec: 0 LogProb: -13.991078907556085
Palabra: addrole Frec: 0 LogProb: -13.991078907556085
Palabra: addroledef Frec: 0 LogProb: -13.991078907556085
Palabra: adds Frec: 0 LogProb: -13.991078907556085
Palabra: addsolution Frec: 0 LogProb: -13.991078907556085
Palabra: addtional Frec: 0 LogProb: -13.991078907556085
Palabra: addvertising Frec: 0 LogProb: -13.991078907556085
Palabra: addwidget Frec: 0 LogProb: -13.991078907556085
Palabra: adive Frec: 0 LogProb: -13.991078907556085
Palabra: adjacent Frec: 0 LogProb: -13.991078907556085
Palabra: adjust Frec: 0 LogProb: -13.991078907556085
Palabra: adjusted Frec: 0 LogProb: -13.991078907556085
Palabra: adjusting Frec: 1 LogProb: -12.991078907556087
Palabra: admin Frec: 0 LogProb: -13.991078907556085
Palabra: admin_notices Frec: 0 LogProb: -13.991078907556085
Palabra: adminhtml Frec: 0 LogProb: -13.991078907556085
Palabra: administrating Frec: 0 LogProb: -13.991078907556085
Palabra: administration Frec: 0 LogProb: -13.991078907556085
Palabra: administrative Frec: 0 LogProb: -13.991078907556085
Palabra: administrator Frec: 0 LogProb: -13.991078907556085
Palabra: administrators Frec: 0 LogProb: -13.991078907556085
Palabra: adminpanel Frec: 0 LogProb: -13.991078907556085
Palabra: admins Frec: 0 LogProb: -13.991078907556085
Palabra: ado Frec: 0 LogProb: -13.991078907556085
Palabra: adodb Frec: 0 LogProb: -13.991078907556085
Palabra: adonet Frec: 0 LogProb: -13.991078907556085
Palabra: ads Frec: 0 LogProb: -13.991078907556085
Palabra: adsense Frec: 0 LogProb: -13.991078907556085
Palabra: advance Frec: 0 LogProb: -13.991078907556085
Palabra: advanced Frec: 1 LogProb: -12.991078907556087
Palabra: advancements Frec: 0 LogProb: -13.991078907556085
Palabra: advantage Frec: 0 LogProb: -13.991078907556085
Palabra: advantages Frec: 0 LogProb: -13.991078907556085
Palabra: adverbs Frec: 0 LogProb: -13.991078907556085
Palabra: advertisement Frec: 0 LogProb: -13.991078907556085
Palabra: advice Frec: 0 LogProb: -13.991078907556085
Palabra: adviced Frec: 0 LogProb: -13.991078907556085
Palabra: advises Frec: 0 LogProb: -13.991078907556085
Palabra: adwords Frec: 0 LogProb: -13.991078907556085
Palabra: aero Frec: 0 LogProb: -13.991078907556085
Palabra: affect Frec: 0 LogProb: -13.991078907556085
Palabra: affecting Frec: 0 LogProb: -13.991078907556085
Palabra: affects Frec: 0 LogProb: -13.991078907556085
Palabra: affiliate Frec: 0 LogProb: -13.991078907556085
Palabra: afp Frec: 0 LogProb: -13.991078907556085
Palabra: aftertransactioncompletion Frec: 0 LogProb: -13.991078907556085
Palabra: afterward Frec: 0 LogProb: -13.991078907556085
Palabra: agains Frec: 0 LogProb: -13.991078907556085
Palabra: agenda Frec: 0 LogProb: -13.991078907556085
Palabra: agent Frec: 0 LogProb: -13.991078907556085
Palabra: aggragate Frec: 1 LogProb: -12.991078907556087
Palabra: aggregate Frec: 0 LogProb: -13.991078907556085
Palabra: aggregates Frec: 0 LogProb: -13.991078907556085
Palabra: aggregation Frec: 0 LogProb: -13.991078907556085
Palabra: aggregator Frec: 0 LogProb: -13.991078907556085
Palabra: agnostic Frec: 0 LogProb: -13.991078907556085
Palabra: ago Frec: 1 LogProb: -12.991078907556087
Palabra: ahah Frec: 0 LogProb: -13.991078907556085
Palabra: aheadworks Frec: 0 LogProb: -13.991078907556085
Palabra: ahhh Frec: 0 LogProb: -13.991078907556085
Palabra: air Frec: 0 LogProb: -13.991078907556085
Palabra: airport Frec: 0 LogProb: -13.991078907556085
Palabra: ajah Frec: 0 LogProb: -13.991078907556085
Palabra: ajax Frec: 0 LogProb: -13.991078907556085
Palabra: ajaxcontroltoolkit Frec: 0 LogProb: -13.991078907556085
Palabra: ajaxify Frec: 0 LogProb: -13.991078907556085
Palabra: ajaxifying Frec: 0 LogProb: -13.991078907556085
Palabra: ajaxoptions Frec: 0 LogProb: -13.991078907556085
Palabra: ajaxpage Frec: 0 LogProb: -13.991078907556085
Palabra: ajaxsend Frec: 0 LogProb: -13.991078907556085
Palabra: ajaxsetup Frec: 0 LogProb: -13.991078907556085
Palabra: ajaxsmartpart Frec: 0 LogProb: -13.991078907556085
Palabra: ajaxstart Frec: 0 LogProb: -13.991078907556085
Palabra: ajaxstop Frec: 0 LogProb: -13.991078907556085
Palabra: ajaxsubmit Frec: 0 LogProb: -13.991078907556085
Palabra: ajaxupload Frec: 0 LogProb: -13.991078907556085
Palabra: ajaxy Frec: 0 LogProb: -13.991078907556085
Palabra: ajdt Frec: 0 LogProb: -13.991078907556085
Palabra: ajex Frec: 0 LogProb: -13.991078907556085
Palabra: ajp Frec: 0 LogProb: -13.991078907556085
Palabra: ajp_ilink_send Frec: 0 LogProb: -13.991078907556085
Palabra: ajx Frec: 0 LogProb: -13.991078907556085
Palabra: aka Frec: 1 LogProb: -12.991078907556087
Palabra: akka Frec: 0 LogProb: -13.991078907556085
Palabra: ala Frec: 0 LogProb: -13.991078907556085
Palabra: alarm Frec: 0 LogProb: -13.991078907556085
Palabra: album Frec: 0 LogProb: -13.991078907556085
Palabra: alert Frec: 0 LogProb: -13.991078907556085
Palabra: alerts Frec: 1 LogProb: -12.991078907556087
Palabra: alex Frec: 0 LogProb: -13.991078907556085
Palabra: alfabet Frec: 0 LogProb: -13.991078907556085
Palabra: alfresco Frec: 0 LogProb: -13.991078907556085
Palabra: algebra Frec: 0 LogProb: -13.991078907556085
Palabra: algebraic Frec: 0 LogProb: -13.991078907556085
Palabra: algorithm Frec: 0 LogProb: -13.991078907556085
Palabra: algorithms Frec: 0 LogProb: -13.991078907556085
Palabra: alias Frec: 10 LogProb: -10.531647288918789
Palabra: aliased Frec: 0 LogProb: -13.991078907556085
Palabra: aliases Frec: 3 LogProb: -11.991078907556087
Palabra: aliasing Frec: 0 LogProb: -13.991078907556085
Palabra: aliasrecord Frec: 0 LogProb: -13.991078907556085
Palabra: align Frec: 1 LogProb: -12.991078907556087
Palabra: aligned Frec: 0 LogProb: -13.991078907556085
Palabra: alignment Frec: 0 LogProb: -13.991078907556085
Palabra: alist Frec: 0 LogProb: -13.991078907556085
Palabra: alive Frec: 0 LogProb: -13.991078907556085
Palabra: allocate Frec: 0 LogProb: -13.991078907556085
Palabra: allocated Frec: 0 LogProb: -13.991078907556085
Palabra: allocating Frec: 0 LogProb: -13.991078907556085
Palabra: allocation Frec: 0 LogProb: -13.991078907556085
Palabra: allot Frec: 0 LogProb: -13.991078907556085
Palabra: allow Frec: 0 LogProb: -13.991078907556085
Palabra: allowances Frec: 0 LogProb: -13.991078907556085
Palabra: allowed Frec: 0 LogProb: -13.991078907556085
Palabra: allowing Frec: 0 LogProb: -13.991078907556085
Palabra: allowoverride Frec: 0 LogProb: -13.991078907556085
Palabra: allows Frec: 0 LogProb: -13.991078907556085
Palabra: allowunsafeupdates Frec: 0 LogProb: -13.991078907556085
Palabra: allusers Frec: 0 LogProb: -13.991078907556085
Palabra: alluserswebpart Frec: 0 LogProb: -13.991078907556085
Palabra: alot Frec: 0 LogProb: -13.991078907556085
Palabra: alpabetical Frec: 0 LogProb: -13.991078907556085
Palabra: alpha Frec: 0 LogProb: -13.991078907556085
Palabra: alphabet Frec: 0 LogProb: -13.991078907556085
Palabra: alphabetically Frec: 1 LogProb: -12.991078907556087
Palabra: alphabetize Frec: 0 LogProb: -13.991078907556085
Palabra: alphanumeric Frec: 1 LogProb: -12.991078907556087
